"id_reserva","id_cliente","GeographyKey","CurrencyKey","tipo_habitacion","noches","monto_reserva_origen","canal_reserva","cancelo_reserva"
"RES03955","CAM03908",251,57,"Deluxe",9,472.61,"Web","Si"
"RES03956","CAM05632",263,49,"Junior Suite",7,3599.57,"Call Center","No"
"RES03957","CAM09795",48,47,"Deluxe",7,4036.96,"Call Center","No"
"RES03958","CAM09831",341,9,"Standard",7,1609.75,"Web","No"
"RES03959","CAM06336",186,101,"Standard",3,3226.51,"Web","No"
"RES03960","CAM03350",496,51,"Junior Suite",6,2077.88,"Booking","No"
"RES03961","CAM06279",171,59,"Deluxe",7,3967.18,"Call Center","No"
"RES03962","CAM00577",8,72,"Junior Suite",12,618.45,"Agencia","No"
"RES03963","CAM04796",86,60,"Deluxe",6,2859.98,"App","No"
"RES03964","CAM03254",526,95,"Junior Suite",13,4552.13,"App","No"
"RES03965","CAM05782",412,95,"Deluxe",3,1895.91,"Web","No"
"RES03966","CAM02120",583,19,"Standard",10,3273.78,"Call Center","No"
"RES03967","CAM06282",476,38,"Standard",9,2495.77,"Call Center","No"
"RES03968","CAM02193",285,68,"Suite Ejecutiva",5,1323.55,"Web","No"
"RES03969","CAM05913",440,19,"Deluxe",8,393.37,"Expedia","No"
"RES03970","CAM01069",533,61,"Junior Suite",1,1975.85,"Call Center","No"
"RES03971","CAM00273",383,11,"Deluxe",1,1179.58,"Booking","Si"
"RES03972","CAM09754",187,23,"Standard",6,1932.78,"Booking","Si"
"RES03973","CAM04606",106,33,"Junior Suite",9,3302.83,"Booking","No"
"RES03974","CAM08183",255,59,"Junior Suite",12,1978.2,"Booking","No"
"RES03975","CAM02060",45,32,"Standard",1,2652.17,"Call Center","No"
"RES03976","CAM02918",564,69,"Standard",6,4749.81,"Expedia","No"
"RES03977","CAM09705",624,98,"Junior Suite",1,1496.21,"App","No"
"RES03978","CAM02468",334,63,"Junior Suite",7,2400.1,"Expedia","No"
"RES03979","CAM07845",525,39,"Standard",4,3868.87,"Agencia","No"
"RES03980","CAM02340",274,96,"Standard",10,1866.08,"Booking","No"
"RES03981","CAM03074",273,20,"Standard",4,4021.27,"Call Center","No"
"RES03982","CAM01192",352,63,"Standard",9,4986.62,"Call Center","No"
"RES03983","CAM04194",398,73,"Standard",8,4752.75,"Web","No"
"RES03984","CAM09175",109,69,"Deluxe",12,222.4,"Web","No"
"RES03985","CAM01206",533,84,"Suite Presidencial",12,2400.5,"Expedia","Si"
"RES03986","CAM00771",290,32,"Junior Suite",6,1135.32,"App","No"
"RES03987","CAM00967",558,69,"Standard",1,3388.06,"App","No"
"RES03988","CAM05352",311,2,"Junior Suite",5,2192.74,"Web","No"
"RES03989","CAM04175",203,28,"Standard",4,3318.55,"App","No"
"RES03990","CAM04444",145,56,"Deluxe",7,737.68,"Web","Si"
"RES03991","CAM08980",518,56,"Standard",4,4278.97,"Expedia","No"
"RES03992","CAM07227",296,51,"Standard",12,1289.82,"Booking","No"
"RES03993","CAM06829",577,34,"Deluxe",1,976.85,"Call Center","No"
"RES03994","CAM05232",570,49,"Deluxe",14,3008.54,"Expedia","No"
"RES03995","CAM08113",336,74,"Junior Suite",1,4544.86,"Expedia","No"
"RES03996","CAM07560",617,15,"Deluxe",2,1680.96,"App","Si"
"RES03997","CAM01278",376,58,"Standard",4,1492.45,"Web","No"
"RES03998","CAM01175",497,88,"Junior Suite",8,4646.3,"Web","No"
"RES03999","CAM01464",390,2,"Deluxe",9,3293.01,"Web","No"
"RES04000","CAM09948",307,34,"Suite Ejecutiva",10,2674.75,"Booking","No"
"RES04001","CAM07008",552,69,"Standard",3,4161.27,"Booking","No"
"RES04002","CAM05289",639,12,"Suite Presidencial",6,4011.75,"Booking","No"
"RES04003","CAM07567",288,91,"Standard",9,2073.92,"Web","No"
"RES04004","CAM05594",195,18,"Junior Suite",14,1155.83,"Call Center","No"
"RES04005","CAM06901",131,36,"Deluxe",5,2458.99,"Web","No"
"RES04006","CAM02713",631,18,"Deluxe",13,606.37,"Expedia","No"
"RES04007","CAM00687",307,93,"Standard",10,3212.31,"Expedia","Si"
"RES04008","CAM09902",443,62,"Junior Suite",5,1580.59,"Booking","No"
"RES04009","CAM00725",614,98,"Suite Presidencial",10,3446.91,"Web","No"
"RES04010","CAM08192",655,27,"Suite Ejecutiva",1,4882.47,"Web","No"
"RES04011","CAM03800",415,80,"Junior Suite",4,1621.3,"Web","Si"
"RES04012","CAM08405",619,92,"Standard",3,1378.97,"Expedia","No"
"RES04013","CAM09091",572,40,"Junior Suite",13,4036.11,"App","No"
"RES04014","CAM09869",632,28,"Suite Ejecutiva",11,2939.62,"Booking","No"
"RES04015","CAM09759",327,56,"Deluxe",14,4363.57,"Call Center","No"
"RES04016","CAM09651",152,19,"Junior Suite",12,3049.22,"Expedia","No"
"RES04017","CAM08517",429,38,"Suite Ejecutiva",5,4951.21,"Expedia","Si"
"RES04018","CAM07666",220,103,"Standard",6,2143.14,"Booking","No"
"RES04019","CAM05041",624,40,"Deluxe",4,3173.18,"Agencia","No"
"RES04020","CAM08973",114,41,"Suite Ejecutiva",4,1755.06,"Web","Si"
"RES04021","CAM01786",531,77,"Junior Suite",10,3480.43,"Booking","Si"
"RES04022","CAM06142",532,89,"Junior Suite",2,281.22,"Booking","No"
"RES04023","CAM02372",292,1,"Standard",4,303.88,"Web","No"
"RES04024","CAM03874",69,82,"Standard",4,2903.04,"Expedia","Si"
"RES04025","CAM07979",528,27,"Standard",3,658.29,"App","No"
"RES04026","CAM07559",82,76,"Junior Suite",9,4591.4,"App","No"
"RES04027","CAM02046",435,16,"Suite Ejecutiva",10,2887.11,"Agencia","No"
"RES04028","CAM04119",599,82,"Deluxe",4,1396.69,"App","No"
"RES04029","CAM02357",229,98,"Deluxe",13,1119.2,"Web","No"
"RES04030","CAM06029",227,88,"Deluxe",12,1571.25,"App","No"
"RES04031","CAM04565",201,43,"Standard",3,2257.34,"Expedia","Si"
"RES04032","CAM05681",538,13,"Junior Suite",11,4885.74,"Call Center","No"
"RES04033","CAM02791",569,62,"Standard",10,1317.78,"Agencia","No"
"RES04034","CAM03588",61,18,"Junior Suite",7,1844.91,"Booking","No"
"RES04035","CAM09027",332,56,"Junior Suite",9,3211.97,"Web","Si"
"RES04036","CAM03765",650,105,"Standard",11,2484.92,"App","No"
"RES04037","CAM01960",13,14,"Standard",12,2250.6,"Booking","No"
"RES04038","CAM09580",532,59,"Suite Ejecutiva",11,4149.86,"App","No"
"RES04039","CAM09892",156,52,"Deluxe",1,3148.32,"Web","No"
"RES04040","CAM01537",651,83,"Standard",14,3865.55,"App","No"
"RES04041","CAM06140",387,82,"Deluxe",8,2699.46,"Booking","No"
"RES04042","CAM09871",569,27,"Deluxe",12,2662.72,"Booking","No"
"RES04043","CAM04088",116,56,"Deluxe",4,3795.92,"App","No"
"RES04044","CAM07894",529,82,"Standard",3,1408.22,"Agencia","No"
"RES04045","CAM00696",127,2,"Standard",14,483.93,"Web","No"
"RES04046","CAM04536",510,75,"Deluxe",14,4880.19,"Booking","No"
"RES04047","CAM01673",337,65,"Deluxe",3,1293.82,"Call Center","No"
"RES04048","CAM04145",427,54,"Standard",8,3763.76,"Call Center","No"
"RES04049","CAM01972",381,89,"Standard",7,1620.32,"Expedia","No"
"RES04050","CAM00096",446,28,"Suite Ejecutiva",4,254.31,"App","No"
"RES04051","CAM08080",549,62,"Deluxe",14,3112.92,"App","No"
"RES04052","CAM09372",372,68,"Standard",7,3438.4,"Web","No"
"RES04053","CAM06170",378,20,"Junior Suite",3,3668.13,"Booking","No"
"RES04054","CAM02593",212,33,"Standard",3,510.46,"Web","No"
"RES04055","CAM02030",565,98,"Standard",5,1816.92,"Agencia","No"
"RES04056","CAM05574",401,51,"Suite Ejecutiva",10,4601.44,"Booking","Si"
"RES04057","CAM06077",127,2,"Standard",13,1910.33,"Web","No"
"RES04058","CAM01767",421,20,"Standard",12,3770.58,"Booking","No"
"RES04059","CAM08109",71,104,"Standard",12,415.14,"Expedia","No"
"RES04060","CAM09822",126,100,"Standard",3,4164.51,"Expedia","No"
"RES04061","CAM09884",24,50,"Deluxe",5,3638.18,"Expedia","No"
"RES04062","CAM04008",212,30,"Deluxe",12,4790.48,"Web","Si"
"RES04063","CAM00920",512,12,"Deluxe",6,3860,"App","No"
"RES04064","CAM05388",559,18,"Standard",10,4969.85,"Agencia","No"
"RES04065","CAM09485",339,29,"Junior Suite",6,661.53,"Web","No"
"RES04066","CAM09607",340,81,"Standard",6,157.57,"Agencia","Si"
"RES04067","CAM07891",114,47,"Standard",6,4003.04,"App","No"
"RES04068","CAM03981",429,71,"Standard",2,4307.14,"Web","No"
"RES04069","CAM00084",318,73,"Junior Suite",11,580.95,"App","No"
"RES04070","CAM01836",305,98,"Junior Suite",11,4944.74,"Agencia","No"
"RES04071","CAM06480",360,103,"Deluxe",5,128.37,"App","No"
"RES04072","CAM00698",145,16,"Standard",5,3146.55,"Web","No"
"RES04073","CAM00554",640,8,"Junior Suite",5,955.34,"Expedia","No"
"RES04074","CAM08351",373,52,"Standard",10,3429.46,"Agencia","Si"
"RES04075","CAM05025",16,56,"Standard",7,1877.44,"Web","No"
"RES04076","CAM06195",397,85,"Standard",4,3592.63,"Booking","No"
"RES04077","CAM03852",322,99,"Junior Suite",1,3819.88,"App","No"
"RES04078","CAM03699",407,26,"Suite Ejecutiva",7,320.12,"Expedia","No"
"RES04079","CAM07875",361,77,"Junior Suite",11,4969.1,"Booking","No"
"RES04080","CAM01176",120,17,"Standard",1,3667.52,"Agencia","No"
"RES04081","CAM03309",6,29,"Deluxe",8,516.56,"Booking","No"
"RES04082","CAM04152",305,42,"Standard",12,985.17,"Web","No"
"RES04083","CAM00708",369,42,"Suite Presidencial",12,818.31,"Call Center","No"
"RES04084","CAM07408",288,53,"Standard",7,931.4,"Expedia","No"
"RES04085","CAM05677",487,54,"Deluxe",2,2153.61,"Web","Si"
"RES04086","CAM03430",43,33,"Standard",14,4855.93,"App","No"
"RES04087","CAM05854",493,39,"Standard",1,1685.15,"App","No"
"RES04088","CAM05000",430,21,"Deluxe",6,1782.27,"App","No"
"RES04089","CAM03959",227,69,"Junior Suite",1,3292.62,"Web","No"
"RES04090","CAM02605",529,73,"Standard",5,3816.92,"Call Center","No"
"RES04091","CAM06199",83,84,"Standard",1,278.75,"Expedia","No"
"RES04092","CAM05584",574,89,"Deluxe",1,2635.5,"Booking","No"
"RES04093","CAM08944",193,90,"Standard",11,4968.57,"Call Center","No"
"RES04094","CAM05420",12,76,"Standard",8,1176.06,"App","No"
"RES04095","CAM01826",582,53,"Deluxe",8,1108.64,"Web","No"
"RES04096","CAM01886",198,26,"Junior Suite",14,3740.76,"Expedia","No"
"RES04097","CAM01719",154,14,"Standard",13,2157.06,"Booking","No"
"RES04098","CAM05053",435,18,"Junior Suite",1,932.01,"App","No"
"RES04099","CAM02107",350,39,"Deluxe",14,873.25,"Call Center","No"
"RES04100","CAM08573",502,30,"Suite Presidencial",9,2578.08,"Expedia","No"
"RES04101","CAM03580",190,12,"Deluxe",7,4227.94,"Expedia","Si"
"RES04102","CAM01064",618,80,"Standard",13,758.4,"App","Si"
"RES04103","CAM05019",395,89,"Junior Suite",8,3136.52,"Agencia","No"
"RES04104","CAM08861",556,72,"Standard",11,3973.72,"Web","Si"
"RES04105","CAM06377",312,10,"Junior Suite",5,872.83,"App","Si"
"RES04106","CAM06075",275,62,"Junior Suite",7,4716.92,"Web","No"
"RES04107","CAM04655",569,34,"Standard",10,340.28,"Web","No"
"RES04108","CAM00073",523,95,"Suite Ejecutiva",9,4993.34,"Expedia","No"
"RES04109","CAM07593",477,92,"Junior Suite",13,2681.61,"Call Center","No"
"RES04110","CAM03297",63,71,"Suite Ejecutiva",8,1203.59,"Call Center","No"
"RES04111","CAM06746",400,64,"Junior Suite",2,496.75,"Agencia","No"
"RES04112","CAM06506",541,76,"Standard",1,370.51,"Web","No"
"RES04113","CAM06041",76,22,"Deluxe",10,3037.16,"Web","No"
"RES04114","CAM07776",270,16,"Deluxe",13,2693.19,"Booking","No"
"RES04115","CAM08500",316,103,"Deluxe",10,2756.74,"Call Center","No"
"RES04116","CAM00706",304,55,"Junior Suite",3,1467.35,"Expedia","Si"
"RES04117","CAM00425",500,100,"Deluxe",11,2707.28,"Booking","No"
"RES04118","CAM00355",249,13,"Deluxe",9,4312.95,"Agencia","No"
"RES04119","CAM07458",123,54,"Deluxe",7,3829.16,"Booking","No"
"RES04120","CAM07610",565,84,"Standard",1,4577.54,"Web","Si"
"RES04121","CAM00645",223,86,"Deluxe",13,1826.74,"Web","No"
"RES04122","CAM01365",434,85,"Standard",14,1989.65,"Web","No"
"RES04123","CAM00599",385,55,"Junior Suite",4,3635.43,"Agencia","No"
"RES04124","CAM05400",466,51,"Suite Ejecutiva",9,839.95,"Expedia","No"
"RES04125","CAM02620",638,29,"Standard",10,4716.96,"Call Center","No"
"RES04126","CAM01983",325,11,"Standard",3,2476.87,"App","No"
"RES04127","CAM04346",248,9,"Junior Suite",3,865.62,"Expedia","Si"
"RES04128","CAM01150",332,41,"Deluxe",1,2783.19,"Web","No"
"RES04129","CAM05428",5,43,"Junior Suite",11,4576.74,"App","Si"
"RES04130","CAM05736",128,66,"Standard",2,4737.94,"App","No"
"RES04131","CAM02399",525,64,"Suite Ejecutiva",10,2271.59,"Booking","No"
"RES04132","CAM09957",291,33,"Junior Suite",6,2527.19,"App","No"
"RES04133","CAM05289",330,39,"Standard",3,570.37,"Call Center","No"
"RES04134","CAM03520",550,38,"Junior Suite",5,4988.5,"Agencia","No"
"RES04135","CAM05660",651,97,"Deluxe",11,242.88,"App","No"
"RES04136","CAM04633",618,95,"Standard",10,2043.74,"Agencia","No"
"RES04137","CAM07460",359,11,"Junior Suite",13,571.51,"Web","Si"
"RES04138","CAM00826",123,87,"Suite Ejecutiva",8,540.92,"App","No"
"RES04139","CAM06920",165,7,"Standard",13,4622.17,"Expedia","No"
"RES04140","CAM02962",478,28,"Standard",12,4258.72,"Web","No"
"RES04141","CAM06239",260,62,"Deluxe",4,236.72,"Agencia","No"
"RES04142","CAM07144",66,47,"Standard",9,747.77,"Booking","No"
"RES04143","CAM09995",623,20,"Deluxe",9,1750.11,"Call Center","No"
"RES04144","CAM07979",173,55,"Standard",14,3554.38,"Expedia","No"
"RES04145","CAM07316",246,62,"Standard",2,2553.1,"Booking","No"
"RES04146","CAM09401",174,22,"Junior Suite",2,4335.48,"Booking","No"
"RES04147","CAM04106",49,65,"Standard",1,1901.22,"Web","No"
"RES04148","CAM07763",487,48,"Suite Presidencial",10,3857.81,"Expedia","No"
"RES04149","CAM09372",115,57,"Standard",1,348.81,"Booking","No"
"RES04150","CAM02660",135,10,"Deluxe",5,3834.13,"Call Center","Si"
"RES04151","CAM03427",271,38,"Standard",10,1184.84,"Expedia","No"
"RES04152","CAM05160",233,55,"Suite Ejecutiva",8,3427.01,"App","No"
"RES04153","CAM03774",184,4,"Suite Ejecutiva",7,3464.71,"App","Si"
"RES04154","CAM04426",252,21,"Standard",11,831.79,"Booking","No"
"RES04155","CAM06759",387,13,"Standard",7,564.63,"Booking","No"
"RES04156","CAM00918",391,61,"Suite Ejecutiva",10,2518.58,"Call Center","Si"
"RES04157","CAM03162",268,27,"Standard",6,2187.34,"App","No"
"RES04158","CAM05223",417,104,"Standard",4,1742.45,"Booking","No"
"RES04159","CAM06623",425,24,"Standard",6,1309.78,"Call Center","No"
"RES04160","CAM06769",629,44,"Deluxe",12,4580.68,"Booking","Si"
"RES04161","CAM02634",336,16,"Deluxe",10,1819.77,"Web","No"
"RES04162","CAM08154",476,69,"Standard",11,1985.93,"Agencia","No"
"RES04163","CAM08791",651,43,"Suite Ejecutiva",3,702.87,"Booking","No"
"RES04164","CAM04227",22,89,"Standard",5,3267.45,"Web","No"
"RES04165","CAM09025",113,89,"Deluxe",7,4392.3,"App","No"
"RES04166","CAM02681",537,14,"Standard",13,1172.46,"Web","No"
"RES04167","CAM00626",184,29,"Standard",2,3926.35,"Booking","Si"
"RES04168","CAM02089",84,18,"Suite Ejecutiva",12,4784.4,"Booking","No"
"RES04169","CAM04468",33,62,"Standard",6,412.99,"Web","No"
"RES04170","CAM07299",233,13,"Deluxe",10,4452.64,"Expedia","Si"
"RES04171","CAM05972",624,52,"Standard",3,4711.19,"Web","No"
"RES04172","CAM09857",36,47,"Suite Presidencial",5,2142.42,"Expedia","No"
"RES04173","CAM02548",494,35,"Junior Suite",3,3851.41,"App","No"
"RES04174","CAM03323",252,87,"Standard",6,1698.52,"App","No"
"RES04175","CAM05001",295,74,"Standard",11,156.08,"Agencia","Si"
"RES04176","CAM08656",365,52,"Deluxe",13,3886.52,"Web","Si"
"RES04177","CAM09312",582,53,"Deluxe",11,3917.48,"Expedia","No"
"RES04178","CAM02768",91,3,"Deluxe",4,1412.03,"Expedia","No"
"RES04179","CAM06397",548,60,"Junior Suite",5,2294.99,"Web","No"
"RES04180","CAM07750",271,31,"Suite Ejecutiva",2,4811.25,"App","No"
"RES04181","CAM01430",299,23,"Standard",13,2128.78,"Expedia","Si"
"RES04182","CAM03951",21,105,"Deluxe",1,901.64,"App","No"
"RES04183","CAM06765",10,40,"Standard",7,1936.93,"Booking","No"
"RES04184","CAM09485",288,69,"Junior Suite",7,2386.18,"App","No"
"RES04185","CAM07920",458,53,"Suite Presidencial",14,2118.58,"Call Center","No"
"RES04186","CAM00378",209,33,"Standard",10,3966.26,"App","No"
"RES04187","CAM08074",411,89,"Junior Suite",4,4781.89,"Web","No"
"RES04188","CAM09852",131,33,"Standard",12,228.39,"Booking","No"
"RES04189","CAM08854",403,98,"Junior Suite",9,2277.38,"Booking","Si"
"RES04190","CAM09054",297,62,"Deluxe",7,4858.55,"Booking","No"
"RES04191","CAM00279",136,13,"Deluxe",6,1413.9,"Web","No"
"RES04192","CAM08747",158,68,"Standard",1,2108.04,"Agencia","Si"
"RES04193","CAM04631",526,30,"Deluxe",1,103.41,"Expedia","No"
"RES04194","CAM01793",459,10,"Standard",2,4108.54,"Expedia","Si"
"RES04195","CAM08869",152,56,"Suite Presidencial",4,3218.16,"Call Center","No"
"RES04196","CAM01426",39,102,"Standard",4,1442.91,"Call Center","No"
"RES04197","CAM00698",300,51,"Junior Suite",9,138.77,"Web","No"
"RES04198","CAM06970",653,52,"Standard",5,1879.43,"App","No"
"RES04199","CAM09386",161,40,"Junior Suite",11,3420.11,"App","No"
"RES04200","CAM01427",333,8,"Suite Ejecutiva",12,2727.51,"App","No"
"RES04201","CAM06353",428,9,"Standard",10,642.68,"App","Si"
"RES04202","CAM01967",17,65,"Standard",2,2829.48,"Web","No"
"RES04203","CAM00941",191,13,"Standard",7,2550.82,"Web","No"
"RES04204","CAM02614",320,53,"Suite Presidencial",6,3538.41,"App","No"
"RES04205","CAM01047",48,50,"Deluxe",4,965.47,"App","No"
"RES04206","CAM09094",520,50,"Suite Ejecutiva",11,2139.41,"Expedia","No"
"RES04207","CAM05952",77,15,"Standard",3,965.17,"Call Center","No"
"RES04208","CAM02277",18,64,"Suite Ejecutiva",9,3538.71,"Web","No"
"RES04209","CAM02376",385,104,"Standard",1,4709.74,"Booking","No"
"RES04210","CAM06846",489,47,"Deluxe",6,1084.67,"App","No"
"RES04211","CAM05748",266,26,"Standard",10,4496.85,"Web","No"
"RES04212","CAM07115",446,48,"Standard",8,1347.97,"Agencia","No"
"RES04213","CAM07189",244,46,"Deluxe",12,1983.18,"Agencia","No"
"RES04214","CAM08236",1,86,"Suite Ejecutiva",7,4008.29,"Booking","No"
"RES04215","CAM08929",374,22,"Standard",9,3032.87,"App","No"
"RES04216","CAM06158",646,54,"Deluxe",7,3339.88,"Web","No"
"RES04217","CAM05885",206,90,"Deluxe",6,3888.52,"App","No"
"RES04218","CAM00133",389,42,"Standard",13,3366.98,"Booking","No"
"RES04219","CAM02118",247,69,"Suite Ejecutiva",2,2526.1,"App","No"
"RES04220","CAM06761",619,105,"Junior Suite",7,1571.99,"Booking","No"
"RES04221","CAM05378",141,103,"Deluxe",3,1785.12,"Expedia","No"
"RES04222","CAM03178",260,3,"Deluxe",6,4452.09,"Booking","No"
"RES04223","CAM07339",236,8,"Deluxe",13,1103.45,"Call Center","No"
"RES04224","CAM04170",236,67,"Deluxe",6,2323.9,"App","No"
"RES04225","CAM03904",276,71,"Standard",11,1989.6,"Web","No"
"RES04226","CAM01900",392,20,"Standard",10,4541.55,"Booking","No"
"RES04227","CAM02392",265,6,"Deluxe",5,612.46,"App","Si"
"RES04228","CAM06743",9,63,"Deluxe",9,1298.71,"Web","No"
"RES04229","CAM03092",99,27,"Suite Ejecutiva",10,3818.79,"Web","No"
"RES04230","CAM02101",50,51,"Standard",6,1668.47,"Agencia","No"
"RES04231","CAM02874",300,10,"Standard",13,1190.78,"Booking","No"
"RES04232","CAM09857",172,96,"Standard",4,4181.49,"Agencia","No"
"RES04233","CAM01465",73,5,"Junior Suite",13,1336.78,"App","No"
"RES04234","CAM08049",562,77,"Standard",7,1317.9,"Web","No"
"RES04235","CAM09026",213,87,"Standard",14,2247.13,"Web","No"
"RES04236","CAM07435",587,90,"Standard",5,2450.66,"Web","No"
"RES04237","CAM05264",95,103,"Standard",10,1004.15,"Booking","No"
"RES04238","CAM08529",28,2,"Junior Suite",7,497.65,"Booking","Si"
"RES04239","CAM02916",203,46,"Deluxe",8,4681.38,"Agencia","No"
"RES04240","CAM06301",105,21,"Standard",13,1057.45,"App","No"
"RES04241","CAM07560",554,33,"Deluxe",3,1832.62,"Agencia","No"
"RES04242","CAM05594",343,38,"Deluxe",1,3323.36,"Expedia","No"
"RES04243","CAM01845",237,28,"Standard",2,1353.03,"Call Center","No"
"RES04244","CAM06175",159,55,"Deluxe",7,1541.79,"Booking","No"
"RES04245","CAM00404",445,84,"Deluxe",11,1728.61,"Web","No"
"RES04246","CAM06206",345,60,"Suite Ejecutiva",3,3357.88,"Web","No"
"RES04247","CAM05928",641,46,"Standard",8,2123.71,"Web","Si"
"RES04248","CAM04351",550,14,"Suite Presidencial",3,4258.57,"Booking","No"
"RES04249","CAM03607",413,46,"Junior Suite",13,2399.54,"App","No"
"RES04250","CAM03081",532,23,"Deluxe",7,599.56,"Web","No"
"RES04251","CAM09926",290,93,"Standard",2,1165.35,"Web","No"
"RES04252","CAM03498",387,36,"Standard",10,1763.1,"Booking","No"
"RES04253","CAM00819",59,100,"Standard",7,388.31,"Web","No"
"RES04254","CAM03240",173,32,"Suite Ejecutiva",9,4950.41,"Web","No"
"RES04255","CAM09293",87,82,"Deluxe",2,3962.46,"Web","No"
"RES04256","CAM08250",574,60,"Standard",5,1533.58,"Web","Si"
"RES04257","CAM00383",395,13,"Standard",6,464.25,"App","Si"
"RES04258","CAM02571",68,53,"Deluxe",4,4027.16,"Call Center","No"
"RES04259","CAM03852",458,97,"Deluxe",1,832.73,"Booking","Si"
"RES04260","CAM07267",78,47,"Standard",2,1643.84,"Expedia","No"
"RES04261","CAM03156",157,37,"Standard",2,3127.07,"Call Center","No"
"RES04262","CAM03089",470,92,"Standard",11,2270.12,"Web","No"
"RES04263","CAM03815",468,34,"Deluxe",3,3501.36,"Web","Si"
"RES04264","CAM09174",225,48,"Junior Suite",13,3139.67,"Booking","No"
"RES04265","CAM02350",409,81,"Standard",6,2754.49,"Booking","No"
"RES04266","CAM01733",177,64,"Standard",14,154.55,"Web","No"
"RES04267","CAM09726",504,58,"Deluxe",1,4232.45,"Web","No"
"RES04268","CAM01169",378,90,"Standard",11,4710.89,"Web","No"
"RES04269","CAM03400",512,3,"Deluxe",6,2597.48,"Expedia","No"
"RES04270","CAM02768",342,96,"Deluxe",10,2876.73,"Booking","No"
"RES04271","CAM03171",44,86,"Suite Ejecutiva",11,3500.54,"Web","No"
"RES04272","CAM01118",488,78,"Standard",14,2966.96,"Web","No"
"RES04273","CAM03811",152,77,"Standard",3,4596.15,"Web","No"
"RES04274","CAM07830",636,78,"Suite Presidencial",12,843.1,"Booking","No"
"RES04275","CAM06678",166,70,"Deluxe",11,159.44,"App","No"
"RES04276","CAM02947",103,39,"Junior Suite",4,984.26,"Expedia","No"
"RES04277","CAM06798",98,71,"Standard",9,3506.87,"Web","No"
"RES04278","CAM01950",585,46,"Suite Ejecutiva",7,694.48,"Expedia","Si"
"RES04279","CAM05392",10,74,"Junior Suite",1,3217.95,"Expedia","Si"
"RES04280","CAM09492",461,102,"Junior Suite",12,461.55,"Call Center","No"
"RES04281","CAM07184",583,5,"Standard",4,4669.07,"Booking","No"
"RES04282","CAM03811",253,47,"Standard",8,4380.46,"Web","No"
"RES04283","CAM09303",316,66,"Standard",2,3574.81,"Call Center","No"
"RES04284","CAM00997",6,65,"Standard",12,3072.59,"Web","No"
"RES04285","CAM04414",425,22,"Deluxe",13,3977.33,"App","No"
"RES04286","CAM02771",59,45,"Suite Ejecutiva",8,4810.08,"Web","No"
"RES04287","CAM09075",11,92,"Standard",3,935.1,"App","No"
"RES04288","CAM08734",105,14,"Deluxe",10,1627.87,"App","No"
"RES04289","CAM09735",126,18,"Standard",6,3241.44,"Call Center","No"
"RES04290","CAM01867",187,64,"Standard",12,4625.76,"Expedia","Si"
"RES04291","CAM02228",551,86,"Standard",14,247.12,"Web","Si"
"RES04292","CAM02279",100,9,"Standard",7,2236.37,"Call Center","No"
"RES04293","CAM06268",84,52,"Suite Ejecutiva",14,4076.43,"Web","No"
"RES04294","CAM01979",654,58,"Standard",4,4337.53,"Web","No"
"RES04295","CAM05000",48,101,"Suite Presidencial",13,3500.84,"App","No"
"RES04296","CAM06322",170,25,"Standard",12,3489.65,"App","No"
"RES04297","CAM04814",79,80,"Junior Suite",6,749.11,"Web","No"
"RES04298","CAM00794",408,52,"Standard",2,3047.05,"Booking","Si"
"RES04299","CAM09900",642,28,"Deluxe",14,130.27,"Expedia","No"
"RES04300","CAM06890",228,85,"Deluxe",5,2660.43,"Agencia","No"
"RES04301","CAM06414",221,93,"Standard",4,2528.87,"Web","No"
"RES04302","CAM01997",275,50,"Junior Suite",12,4022.38,"Booking","No"
"RES04303","CAM09164",186,47,"Standard",6,3822.15,"Web","No"
"RES04304","CAM06993",456,102,"Standard",3,2172.65,"Web","No"
"RES04305","CAM07118",177,56,"Standard",13,2044.37,"App","No"
"RES04306","CAM08491",72,90,"Standard",14,3794.01,"Expedia","No"
"RES04307","CAM02661",20,38,"Deluxe",2,1136.77,"Expedia","No"
"RES04308","CAM03938",252,43,"Junior Suite",9,1527.62,"App","No"
"RES04309","CAM01156",279,82,"Junior Suite",7,2183.62,"Expedia","No"
"RES04310","CAM07367",613,29,"Deluxe",7,3905.76,"Web","No"
"RES04311","CAM09835",562,68,"Suite Ejecutiva",13,1574.69,"App","No"
"RES04312","CAM00589",114,32,"Junior Suite",5,1377.81,"Agencia","No"
"RES04313","CAM03509",41,5,"Deluxe",3,3708.14,"Expedia","No"
"RES04314","CAM03065",213,95,"Standard",3,4000.58,"Web","No"
"RES04315","CAM00565",379,48,"Deluxe",12,2610.21,"Expedia","No"
"RES04316","CAM03879",273,95,"Standard",2,3808.13,"Booking","Si"
"RES04317","CAM07342",428,88,"Deluxe",13,4404.55,"Call Center","No"
"RES04318","CAM08739",634,5,"Deluxe",13,3057.55,"Expedia","No"
"RES04319","CAM05856",233,7,"Standard",7,3371.92,"Web","No"
"RES04320","CAM01768",58,41,"Junior Suite",9,3064.5,"Booking","No"
"RES04321","CAM09456",9,102,"Standard",3,406.84,"Web","No"
"RES04322","CAM08345",300,91,"Standard",12,1225.74,"App","Si"
"RES04323","CAM04180",56,6,"Junior Suite",9,3461.43,"Web","No"
"RES04324","CAM05586",418,2,"Deluxe",1,3818.78,"App","No"
"RES04325","CAM02493",132,71,"Standard",11,1310.35,"Web","No"
